tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	2	0	live	A2M	A2MD, CPAMD5, FWP007, S863-7	alpha-2-macroglobulin	alpha-2-macroglobulin|C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5|alpha-2-M	12p13.31	12	NC_000012.12	9067708	9116229	minus	37	103950	
9606	Homo sapiens	53947	0	live	A4GALT	A14GALT1, Gb3S, P(k), P1, P1PK, PK, A4GALT	alpha 1,4-galactosyltransferase (P blood group)	lactosylceramide 4-alpha-galactosyltransferase|CD77 synthase|GB3 synthase|P blood group (P one antigen)|P one antigen (P blood group)|P(k) antigen synthase|P1/Pk synthase|UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase|alpha 14-galactosyltransferase|alpha-1,4-N-acetylglucosaminyltransferase|alpha-1,4-galactosyltransferase|alpha4Gal-T1|globotriaosylceramide synthase	22q13.2	22	NC_000022.11	42692121	42721301	minus	6	607922	
9606	Homo sapiens	65985	0	live	AACS	ACSF1, SUR-5	acetoacetyl-CoA synthetase	acetoacetyl-CoA synthetase|acetoacetate-CoA ligase|acyl-CoA synthetase family member 1|homolog of C. elegans supressor of ras 5 (sur-5)|protein sur-5 homolog	12q24.31	12	NC_000012.12	125065435	125143316	plus	19	614364	
9606	Homo sapiens	51166	0	live	AADAT	KAT2, KATII, KYAT2	aminoadipate aminotransferase	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial|2-aminoadipate aminotransferase|2-aminoadipate transaminase|KAT/AadAT|L kynurenine/alpha aminoadipate aminotransferase|alpha-aminoadipate aminotransferase|glycine transaminase AADAT|kynurenine aminotransferase II|kynurenine--glyoxylate transaminase AADAT|kynurenine--oxoglutarate aminotransferase II|kynurenine--oxoglutarate transaminase 2|kynurenine--oxoglutarate transaminase II|methionine--glyoxylate transaminase AADAT	4q33	4	NC_000004.12	170060222	170094292	minus	18	611754	
9606	Homo sapiens	28971	0	live	AAMDC	C11orf67, CK067, PTD015	adipogenesis associated Mth938 domain containing	mth938 domain-containing protein|UPF0366 protein C11orf67|adipogenesis associated Mth938 domain-containing protein	11q14.1	11	NC_000011.10	77821144	77906024	plus	12		
9606	Homo sapiens	16	0	live	AARS1	AARS, CMT2N, DEE29, EIEE29, HDLS2, TTD8	alanyl-tRNA synthetase 1	alanine--tRNA ligase, cytoplasmic|alaRS|alanine tRNA ligase 1, cytoplasmic|alanyl-tRNA synthetase, cytoplasmic|renal carcinoma antigen NY-REN-42	16q22.1	16	NC_000016.10	70252298	70289506	minus	21	601065	
9606	Homo sapiens	80755	0	live	AARSD1	AlaXp	alanyl-tRNA synthetase domain containing 1	alanyl-tRNA editing protein Aarsd1|alanyl-tRNA synthetase domain-containing protein 1	17q21.31	17	NC_000017.11	42950526	42964454	minus	12	613212	
9606	Homo sapiens	60496	0	live	AASDHPPT	AASD-PPT, ACPS, CGI-80, LYS2, LYS5	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase|4'-phosphopantetheinyl transferase|LYS5 ortholog|alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase|holo ACP synthase|holo-[acyl-carrier-protein] synthase	11q22.3	11	NC_000011.10	106077662	106098695	plus	6	607756	
9606	Homo sapiens	26574	0	live	AATF	BFR2, CHE-1, CHE1, DED	apoptosis antagonizing transcription factor	protein AATF|rb-binding protein Che-1	17q12	17	NC_000017.11	36948954	37056871	plus	12	608463	
9606	Homo sapiens	9625	0	live	AATK	AATYK, AATYK1, LMR1, LMTK1, PPP1R77, p35BP	apoptosis associated tyrosine kinase	serine/threonine-protein kinase LMTK1|CDK5-binding protein|brain apoptosis-associated tyrosine kinase|lemur tyrosine kinase 1|p35-binding protein|protein phosphatase 1, regulatory subunit 77	17q25.3	17	NC_000017.11	81117295	81166221	minus	15	605276	
9606	Homo sapiens	18	0	live	ABAT	GABA-AT, GABAT, NPD009	4-aminobutyrate aminotransferase	4-aminobutyrate aminotransferase, mitochondrial|(S)-3-amino-2-methylpropionate transaminase|4-aminobutyrate transaminase|GABA aminotransferase|GABA transaminase|GABA transferase|gamma-amino-N-butyrate transaminase|gamma-aminobutyrate aminotransferase	16p13.2	16	NC_000016.10	8674617	8784570	plus	23	137150	
9606	Homo sapiens	19	0	live	ABCA1	ABC-1, ABC1, CERP, HDLCQTL13, HDLDT1, HPALP1, TGD	ATP binding cassette subfamily A member 1	phospholipid-transporting ATPase ABCA1|ATP-binding cassette sub-family A member 1|ATP-binding cassette transporter A1|ATP-binding cassette, sub-family A (ABC1), member 1|cholesterol efflux regulatory protein|membrane-bound	9q31.1	9	NC_000009.12	104781006	104928155	minus	50	600046	
9606	Homo sapiens	26154	0	live	ABCA12	ARCI4A, ARCI4B, ICR2B, LI2	ATP binding cassette subfamily A member 12	glucosylceramide transporter ABCA12|ATP-binding cassette transporter 12|ATP-binding cassette, sub-family A (ABC1), member 12	2q35	2	NC_000002.12	214931542	215138626	minus	55	607800	
9606	Homo sapiens	154664	0	live	ABCA13		ATP binding cassette subfamily A member 13	ATP-binding cassette sub-family A member 13|ATP binding cassette transporter A13|ATP-binding cassette, sub-family A (ABC1), member 13	7p12.3	7	NC_000007.14	48171458	48647497	plus	75	607807	
9606	Homo sapiens	21	0	live	ABCA3	ABC-C, ABC3, EST111653, LBM180, SMDP3	ATP binding cassette subfamily A member 3	phospholipid-transporting ATPase ABCA3|ABC transporter 3|ABC-C transporter|ATP-binding cassette sub-family A member 3|ATP-binding cassette transporter 3|ATP-binding cassette, sub-family A (ABC1), member 3|xenobiotic-transporting ATPase ABCA3	16p13.3	16	NC_000016.10	2275881	2340728	minus	33	601615	
9606	Homo sapiens	24	0	live	ABCA4	ABC10, ABCR, ARMD2, CORD3, FFM, RMP, RP19, STGD, STGD1	ATP binding cassette subfamily A member 4	retinal-specific phospholipid-transporting ATPase ABCA4|ATP binding cassette transporter|ATP-binding cassette sub-family A member 4|ATP-binding cassette transporter, retinal-specific|ATP-binding cassette, sub-family A (ABC1), member 4|ATP-binding transporter, retina-specific|RIM ABC transporter|RIM protein|RIM proteinv|photoreceptor rim protein|retina-specific ABC transporter|retinal-specific ATP-binding cassette transporter|stargardt disease protein	1p22.1	1	NC_000001.11	93992834	94121148	minus	50	601691	
9606	Homo sapiens	23461	0	live	ABCA5	ABC13, EST90625, HTC3	ATP binding cassette subfamily A member 5	cholesterol transporter ABCA5|ATP-binding cassette A5|ATP-binding cassette, sub-family A (ABC1), member 5	17q24.3	17	NC_000017.11	69244311	69327133	minus	39	612503	
9606	Homo sapiens	10347	0	live	ABCA7	ABCA-SSN, ABCX, AD9	ATP binding cassette subfamily A member 7	phospholipid-transporting ATPase ABCA7|ATP-binding cassette sub-family A member 7|ATP-binding cassette, sub-family A (ABC1), member 7|autoantigen SS-N|macrophage ABC transporter	19p13.3	19	NC_000019.10	1040107	1065572	plus	48	605414	
9606	Homo sapiens	10351	0	live	ABCA8		ATP binding cassette subfamily A member 8	ABC-type organic anion transporter ABCA8|ATP-binding cassette, sub-family A (ABC1), member 8	17q24.2	17	NC_000017.11	68867289	68955392	minus	41	612505	
9606	Homo sapiens	5243	0	live	ABCB1	ABC20, CD243, CLCS, GP170, MDR1, P-GP, PGY1, p-170	ATP binding cassette subfamily B member 1	ATP-dependent translocase ABCB1|ATP-binding cassette, sub-family B (MDR/TAP), member 1|P-glycoprotein 1|colchicin sensitivity|doxorubicin resistance|multidrug resistance protein 1|phospholipid transporter ABCB1	7q21.12	7	NC_000007.14	87503017	87713295	minus	32	171050	
9606	Homo sapiens	23456	0	live	ABCB10	EST20237, M-ABC2, MTABC2	ATP binding cassette subfamily B member 10	ATP-binding cassette sub-family B member 10, mitochondrial|ABC transporter 10 protein|ABC-me protein|ABC-mitochondrial erythroid protein|ATP-binding cassette transporter 10|ATP-binding cassette, sub-family B (MDR/TAP), member 10|mitochondrial ATP-binding cassette 2	1q42.13	1	NC_000001.11	229516582	229558707	minus	15	605454	
9606	Homo sapiens	8647	0	live	ABCB11	ABC16, BRIC2, BSEP, PFIC-2, PFIC2, PGY4, SPGP	ATP binding cassette subfamily B member 11	bile salt export pump|ABC member 16, MDR/TAP subfamily|ATP-binding cassette sub-family B member 11|ATP-binding cassette, sub-family B (MDR/TAP), member 11|progressive familial intrahepatic cholestasis 2|sister p-glycoprotein	2q31.1	2	NC_000002.12	168915390	169031324	minus	30	603201	
9606	Homo sapiens	340273	0	live	ABCB5	ABCB5alphabeta, EST422562, ABCB5	ATP binding cassette subfamily B member 5	ATP-binding cassette sub-family B member 5|ABCB5 P-gp|ATP-binding cassette protein|ATP-binding cassette, sub-family B (MDR/TAP), member 5|P-glycoprotein ABCB5	7p21.1	7	NC_000007.14	20615667	20757008	plus	30	611785	
9606	Homo sapiens	10058	0	live	ABCB6	ABC, LAN, MTABC3, PRP, umat	ATP binding cassette subfamily B member 6 (Langereis blood group)	ATP-binding cassette sub-family B member 6|ABC-type heme transporter ABCB6|ATP-binding cassette half-transporter|ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)|P-glycoprotein-related protein|mitochondrial ABC transporter 3|mt-ABC transporter 3|ubiquitously-expressed mammalian ABC half transporter	2q35	2	NC_000002.12	219209772	219218958	minus	19	605452	
9606	Homo sapiens	22	0	live	ABCB7	ABC7, ASAT, Atm1p, EST140535	ATP binding cassette subfamily B member 7	iron-sulfur clusters transporter ABCB7, mitochondrial|ABC transporter 7 protein|ATP-binding cassette sub-family B member 7, mitochondrial|ATP-binding cassette transporter 7|ATP-binding cassette, sub-family B (MDR/TAP), member 7	Xq13.3	X	NC_000023.11	75051048	75156283	minus	16	300135	
9606	Homo sapiens	23457	0	live	ABCB9	EST122234, TAPL	ATP binding cassette subfamily B member 9	ABC-type oligopeptide transporter ABCB9|ABC transporter 9 protein|ATP-binding cassette sub-family B member 9|ATP-binding cassette, sub-family B (MDR/TAP), member 9|TAP-like protein	12q24.31	12	NC_000012.12	122918610	122975114	minus	20	605453	
9606	Homo sapiens	4363	0	live	ABCC1	ABC29, ABCC, DFNA77, GS-X, MRP, MRP1	ATP binding cassette subfamily C member 1	multidrug resistance-associated protein 1|ATP-binding cassette transporter variant ABCC1delta-ex13|ATP-binding cassette transporter variant ABCC1delta-ex13&14|ATP-binding cassette transporter variant ABCC1delta-ex25|ATP-binding cassette transporter variant ABCC1delta-ex25&26|ATP-binding cassette, sub-family C (CFTR/MRP), member 1|LTC4 transporter|glutathione S-conjugate export pump|glutathione-S-conjugate-translocating ATPase ABCC1|leukotriene C(4) transporter	16p13.11	16	NC_000016.10	15949143	16143053	plus	35	158343	
9606	Homo sapiens	85320	0	live	ABCC11	EWWD, MRP8, WW	ATP binding cassette subfamily C member 11	ATP-binding cassette sub-family C member 11|ATP-binding cassette protein C11|ATP-binding cassette transporter MRP8|ATP-binding cassette transporter sub-family C member 11|ATP-binding cassette, sub-family C (CFTR/MRP), member 11|multi-resistance protein 8|multidrug resistance-associated protein 8	16q12.1	16	NC_000016.10	48164819	48247539	minus	39	607040	
9606	Homo sapiens	8714	0	live	ABCC3	ABC31, EST90757, MLP2, MOAT-D, MRP3, cMOAT2	ATP binding cassette subfamily C member 3	ATP-binding cassette sub-family C member 3|ATP-binding cassette, sub-family C (CFTR/MRP), member 3|canalicular multispecific organic anion transporter 2|canicular multispecific organic anion transporter|multi-specific organic anion transporter D|multidrug resistance associated protein|multidrug resistance-associated protein 3	17q21.33	17	NC_000017.11	50634881	50692253	plus	31	604323	
9606	Homo sapiens	10257	0	live	ABCC4	MOAT-B, MOATB, MRP4	ATP binding cassette subfamily C member 4	ATP-binding cassette sub-family C member 4|MRP/cMOAT-related ABC transporter|bA464I2.1 (ATP-binding cassette, sub-family C (CFTR/MRP), member 4)|canalicular multispecific organic anion transporter (ABC superfamily)|multi-specific organic anion transporter B|multidrug resistance-associated protein 4	13q32.1	13	NC_000013.11	95019835	95301451	minus	35	605250	
9606	Homo sapiens	6833	0	live	ABCC8	ABC36, HHF1, HI, HRINS, MRP8, PHHI, PNDM3, SUR, SUR1, SUR1delta2, TNDM2	ATP binding cassette subfamily C member 8	ATP-binding cassette sub-family C member 8|ATP-binding cassette transporter sub-family C member 8|ATP-binding cassette, sub-family C (CFTR/MRP), member 8|sulfonylurea receptor (hyperinsulinemia)|sulfonylurea receptor 1	11p15.1	11	NC_000011.10	17392498	17476845	minus	38	600509	
9606	Homo sapiens	10060	0	live	ABCC9	ABC37, ATFB12, CANTU, CMD1O, IDMYS, SUR2	ATP binding cassette subfamily C member 9	ATP-binding cassette sub-family C member 9|ATP-binding cassette transporter sub-family C member 9|ATP-binding cassette, sub-family C (CFTR/MRP), member 9|sulfonylurea receptor 2	12p12.1	12	NC_000012.12	21797389	21941426	minus	42	601439	
9606	Homo sapiens	6059	0	live	ABCE1	ABC38, OABP, RLI, RLI1, RNASEL1, RNASELI, RNS4I	ATP binding cassette subfamily E member 1	ATP-binding cassette sub-family E member 1|2'-5'-oligoadenylate-binding protein|ATP-binding cassette, sub-family E (OABP), member 1|RNase L inhibitor 1|huHP68|ribonuclease 4 inhibitor|ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) inhibitor	4q31.21	4	NC_000004.12	145098311	145129524	plus	18	601213	
9606	Homo sapiens	23	0	live	ABCF1	ABC27, ABC50	ATP binding cassette subfamily F member 1	ATP-binding cassette sub-family F member 1|ATP-binding cassette 50 (TNF-alpha stimulated)|ATP-binding cassette, sub-family F (GCN20), member 1|TNF-alpha-stimulated ABC protein|TNFalpha-inducible ATP-binding protein	6p21.33	6	NC_000006.12	30571442	30591522	plus	25	603429	
9606	Homo sapiens	10061	0	live	ABCF2	ABC28, EST133090, HUSSY-18, HUSSY18	ATP binding cassette subfamily F member 2	ATP-binding cassette sub-family F member 2|ABC-type transport protein|ATP-binding cassette, sub-family F (GCN20), member 2|iron-inhibited ABC transporter 2	7q36.1	7	NC_000007.14	151211484	151227205	minus	15	612510	
9606	Homo sapiens	9429	0	live	ABCG2	ABC15, ABCP, BCRP, BCRP1, BMDP, CD338, CDw338, CDw388, EST157481, GOUT1, MRX, MXR, MXR-1, MXR1, UAQTL1	ATP binding cassette subfamily G member 2 (Junior blood group)	broad substrate specificity ATP-binding cassette transporter ABCG2|ABC transporter|ATP-binding cassette transporter G2|ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)|ATPbinding cassette transporter ABCG2|breast cancer resistance protein|broad substrate specificity ATP-binding cassette transporter ABCG2 isoform 1 (Junior blood group)|mitoxantrone resistance-associated protein|multi drug resistance efflux transport ATP-binding cassette sub-family G (WHITE) member 2|placenta specific MDR protein|placenta-specific ATP-binding cassette transporter|urate exporter	4q22.1	4	NC_000004.12	88090264	88231626	minus	21	603756	
9606	Homo sapiens	64241	0	live	ABCG8	GBD4, STSL, STSL1	ATP binding cassette subfamily G member 8	ATP-binding cassette sub-family G member 8|ATP-binding cassette, sub-family G (WHITE), member 8|sterolin 2	2p21	2	NC_000002.12	43838971	43882988	plus	13	605460	
9606	Homo sapiens	55347	0	live	ABHD10		abhydrolase domain containing 10, depalmitoylase	palmitoyl-protein thioesterase ABHD10, mitochondrial|abhydrolase domain-containing protein 10, mitochondrial|acyl-protein thioesterase ABHD10|alpha/beta hydrolase domain-containing protein 10, mitochondrial|mycophenolic acid acyl-glucuronide esterase, mitochondrial	3q13.2	3	NC_000003.12	111979026	111993368	plus	6	618756	
9606	Homo sapiens	83451	0	live	ABHD11	PP1226, WBSCR21	abhydrolase domain containing 11	protein ABHD11|Williams Beuren syndrome chromosome region 21|abhydrolase domain-containing protein 11|alpha/beta hydrolase domain-containing protein 11	7q11.23	7	NC_000007.14	73736094	73738802	minus	7		
9606	Homo sapiens	26090	0	live	ABHD12	ABHD12A, BEM46L2, C20orf22, PHARC, dJ965G21.2, hABHD12	abhydrolase domain containing 12, lysophospholipase	lysophosphatidylserine lipase ABHD12|2-arachidonoylglycerol hydrolase ABHD12|abhydrolase domain-containing protein 12|monoacylglycerol lipase ABHD12|oxidized phosphatidylserine lipase ABHD12	20p11.21	20	NC_000020.11	25294743	25390835	minus	18	613599	
9606	Homo sapiens	145447	0	live	ABHD12B	BEM46L3, C14orf29, c14_5314	abhydrolase domain containing 12B	protein ABHD12B|abhydrolase domain-containing protein 12B|alpha/beta hydrolase domain-containing protein 12B	14q22.1	14	NC_000014.9	50872053	50904970	plus	15		
9606	Homo sapiens	7920	0	live	ABHD16A	BAT5, D6S82E, NG26, PP199, SPG86, hBAT5	abhydrolase domain containing 16A, phospholipase	phosphatidylserine lipase ABHD16A|HLA-B associated transcript 5|abhydrolase domain-containing protein 16A|alpha/beta hydrolase domain-containing protein 16A|monoacylglycerol lipase ABHD16A|protein ABHD16A|protein G5	6p21.33	6	NC_000006.12	31686955	31703324	minus	21	142620	
9606	Homo sapiens	51104	0	live	ABHD17B	C9orf77, CGI-67, FAM108B1	abhydrolase domain containing 17B, depalmitoylase	alpha/beta hydrolase domain-containing protein 17B|abhydrolase domain-containing protein 17B|abhydrolase domain-containing protein FAM108B1|epididymis secretory sperm binding protein|family with sequence similarity 108, member B1|protein ABHD17B	9q21.13	9	NC_000009.12	71862452	71911193	minus	9	617943	
9606	Homo sapiens	58489	0	live	ABHD17C	FAM108C1	abhydrolase domain containing 17C, depalmitoylase	alpha/beta hydrolase domain-containing protein 17C|abhydrolase domain-containing protein 17C|abhydrolase domain-containing protein FAM108C1|family with sequence similarity 108, member C1|protein ABHD17C	15q25.1	15	NC_000015.10	80695310	80755621	plus	3	617944	
9606	Homo sapiens	11057	0	live	ABHD2	HS1-2, LABH2, PHPS1-2	abhydrolase domain containing 2, acylglycerol lipase	monoacylglycerol lipase ABHD2|2-arachidonoylglycerol hydrolase|abhydrolase domain-containing protein 2|acetylesterase|alpha/beta hydrolase domain containing protein 2|lung alpha/beta hydrolase 2|progesterone-sensitive lipase|protein PHPS1-2|testicular tissue protein Li 6	15q26.1	15	NC_000015.10	89040998	89202355	plus	18	612196	
9606	Homo sapiens	171586	0	live	ABHD3	LABH3	abhydrolase domain containing 3, phospholipase	phospholipase ABHD3|abhydrolase domain-containing protein 3|alpha/beta hydrolase domain containing protein 3|lung alpha/beta hydrolase 3	18q11.2	18	NC_000018.10	21650901	21704774	minus	11	612197	
9606	Homo sapiens	63874	0	live	ABHD4	ABH4	abhydrolase domain containing 4, N-acyl phospholipase B	(Lyso)-N-acylphosphatidylethanolamine lipase|abhydrolase domain-containing protein 4|alpha/beta hydrolase domain-containing protein 4|alpha/beta-hydrolase 4|lyso-N-acylphosphatidylethanolamine lipase|protein ABHD4	14q11.2	14	NC_000014.9	22598300	22612963	plus	8	619728	
9606	Homo sapiens	51099	0	live	ABHD5	CGI58, IECN2, NCIE2	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	1-acylglycerol-3-phosphate O-acyltransferase ABHD5|abhydrolase domain-containing protein 5|lipid droplet-binding protein CGI-58	3p21.33	3	NC_000003.12	43690870	43734371	plus	10	604780	
9606	Homo sapiens	10152	0	live	ABI2	ABI-2B, AIP-1, AIP1, AblBP3, SSH3BP2, argBP1, argBPIA, argBPIB, ABI2	abl interactor 2	abl interactor 2|abelson interactor 2|abl binding protein 3|abl-interacting protein 1 (SH3-containing protein)|abl-interactor protein 2b|arg protein tyrosine kinase-binding protein|arg-binding protein 1	2q33.2	2	NC_000002.12	203328394	203432169	plus	19	606442	
9606	Homo sapiens	54942	0	live	ABITRAM	C9orf6, CG-8, FAM206A, Simiate	actin binding transcription modulator	protein Abitram|family with sequence similarity 206 member A|protein FAM206A|protein Simiate	9q31.3	9	NC_000009.12	108934400	108950744	plus	7	620392	
9606	Homo sapiens	25	0	live	ABL1	ABL, BCR-ABL, CHDSKM, JTK7, bcr/abl, c-ABL, c-ABL1, p150, v-abl	ABL proto-oncogene 1, non-receptor tyrosine kinase	tyrosine-protein kinase ABL1|ABL protooncogene 1 nonreceptor tyrosine kinase|Abelson tyrosine-protein kinase 1|BCR-ABL1 p190|BCR/ABL e8a2 fusion|BCR/ABL1 e1a2 fusion protein|bcr/c-abl oncogene protein|c-abl oncogene 1, receptor tyrosine kinase|proto-oncogene c-Abl|proto-oncogene tyrosine-protein kinase ABL1|v-abl Abelson murine leukemia viral oncogene homolog 1	9q34.12	9	NC_000009.12	130713043	130887675	plus	12	189980	
9606	Homo sapiens	27	0	live	ABL2	ABLL, ARG	ABL proto-oncogene 2, non-receptor tyrosine kinase	tyrosine-protein kinase ABL2|Abelson tyrosine-protein kinase 2|abelson-related gene protein|c-abl oncogene 2, non-receptor tyrosine kinase|tyrosine-protein kinase ARG|v-abl Abelson murine leukemia viral oncogene homolog 2	1q25.2	1	NC_000001.11	179099330	179229677	minus	15	164690	
9606	Homo sapiens	3983	0	live	ABLIM1	ABLIM, LIMAB1, LIMATIN, abLIM-1	actin binding LIM protein 1	actin-binding LIM protein 1|actin-binding LIM protein family member 1|actin-binding double-zinc-finger protein	10q25.3	10	NC_000010.11	114431110	114801373	minus	35	602330	
9606	Homo sapiens	58527	0	live	ABRACL	C6orf115, Costars, HSPC280, PRO2013	ABRA C-terminal like	costars family protein ABRACL|ABRA C-terminal-like protein	6q24.1	6	NC_000006.12	139028745	139043302	plus	5		
9606	Homo sapiens	23172	0	live	ABRAXAS2	ABRO1, FAM175B, KIAA0157	abraxas 2, BRISC complex subunit	BRISC complex subunit Abraxas 2|BRISC complex subunit Abro1|abraxas brother 1|abraxas brother protein 1|family with sequence similarity 175 member B	10q26.13	10	NC_000010.11	124801819	124836667	plus	10	611144	
9606	Homo sapiens	29777	0	live	ABT1	Esf2, hABT1	activator of basal transcription 1	activator of basal transcription 1|TATA-binding protein-binding protein|basal transcriptional activator	6p22.2	6	NC_000006.12	26596953	26600739	plus	3	618750	
9606	Homo sapiens	80325	0	live	ABTB1	BPOZ, BTB3, BTBD21, EF1ABP, PP2259	ankyrin repeat and BTB domain containing 1	ankyrin repeat and BTB/POZ domain-containing protein 1|ankyrin repeat and BTB (POZ) domain containing 1|elongation factor 1A-binding protein	3q21.3	3	NC_000003.12	127672952	127680926	plus	12	608308	
9606	Homo sapiens	25841	0	live	ABTB2	ABTB2A, BTBD22	ankyrin repeat and BTB domain containing 2	ankyrin repeat and BTB/POZ domain-containing protein 2|ankyrin repeat and BTB (POZ) domain containing 2	11p13	11	NC_000011.10	34150987	34358010	minus	17		
9606	Homo sapiens	10449	0	live	ACAA2	DSAEC	acetyl-CoA acyltransferase 2	3-ketoacyl-CoA thiolase, mitochondrial|T1|acetyl-CoA acetyltransferase|acetyl-Coenzyme A acyltransferase 2|acyl-CoA hydrolase, mitochondrial|beta ketothiolase|mitochondrial 3-oxoacyl-CoA thiolase|mitochondrial 3-oxoacyl-Coenzyme A thiolase	18q21.1	18	NC_000018.10	49782164	49813533	minus	10	604770	
