tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	29974	0	live	A1CF	ACF, ACF64, ACF65, APOBEC1CF, ASP	APOBEC1 complementation factor	APOBEC1 complementation factor|APOBEC-1 stimulating protein|apo-B RNA editing protein|apobec-1 complementation factor (ACF) (ASP)	10q11.23	10	NC_000010.11	50799409	50885627	minus	15	618199	
9606	Homo sapiens	144568	0	live	A2ML1	CPAMD9, OMS, p170	alpha-2-macroglobulin like 1	alpha-2-macroglobulin-like protein 1|C3 and PZP-like, alpha-2-macroglobulin domain containing 9	12p13.31	12	NC_000012.12	8822621	8887459	plus	40	610627	
9606	Homo sapiens	13	0	live	AADAC	CES5A1, DAC	arylacetamide deacetylase	arylacetamide deacetylase|arylacetamide deacetylase (esterase)	3q25.1	3	NC_000003.12	151814116	151828488	plus	5	600338	
9606	Homo sapiens	22848	0	live	AAK1		AP2 associated kinase 1	AP2-associated protein kinase 1|adaptor-associated kinase 1	2p13.3	2	NC_000002.12	69457997	69643739	minus	22	616405	
9606	Homo sapiens	15	0	live	AANAT	DSPS, SNAT	aralkylamine N-acetyltransferase	serotonin N-acetyltransferase|arylalkylamine N-acetyltransferase|serotonin acetylase	17q25.1	17	NC_000017.11	76453351	76470117	plus	8	600950	
9606	Homo sapiens	10157	0	live	AASS	LKR/SDH, LKRSDH, LORSDH	aminoadipate-semialdehyde synthase	alpha-aminoadipic semialdehyde synthase, mitochondrial|alpha-aminoadipate semialdehyde synthase|aminoadipic semialdehyde synthase|lysine-2-oxoglutarate reductase|lysine-ketoglutarate reductase /saccharopine dehydrogenase	7q31.32	7	NC_000007.14	122073549	122144249	minus	25	605113	
9606	Homo sapiens	10349	0	live	ABCA10	EST698739	ATP binding cassette subfamily A member 10	ATP-binding cassette sub-family A member 10|ATP-binding cassette A10|ATP-binding cassette, sub-family A (ABC1), member 10	17q24.3	17	NC_000017.11	69148007	69244848	minus	40	612508	
9606	Homo sapiens	20	0	live	ABCA2	ABC2, IDPOGSA	ATP binding cassette subfamily A member 2	ATP-binding cassette sub-family A member 2|ATP-binding cassette 2|ATP-binding cassette transporter 2|ATP-binding cassette, sub-family A (ABC1), member 2|ATP-binding cassette, sub-family A, member 2	9q34.3	9	NC_000009.12	137007234	137028922	minus	50	600047	
9606	Homo sapiens	94160	0	live	ABCC12	MRP9	ATP binding cassette subfamily C member 12	ATP-binding cassette sub-family C member 12|ATP-binding cassette transporter sub-family C member 12|ATP-binding cassette, sub-family C (CFTR/MRP), member 12|multidrug resistance-associated protein 9	16q12.1	16	NC_000016.10	48080882	48155993	minus	31	607041	
9606	Homo sapiens	1244	0	live	ABCC2	ABC30, CMOAT, DJS, MRP2, cMRP	ATP binding cassette subfamily C member 2	ATP-binding cassette sub-family C member 2|ATP-binding cassette, sub-family C (CFTR/MRP), member 2|canalicular multidrug resistance protein|canalicular multispecific organic anion transporter 1|multidrug resistance-associated protein 2	10q24.2	10	NC_000010.11	99782640	99852594	plus	34	601107	
10090	Mus musculus	12780	0	live	Abcc2	Abc30, Cmoat, Mrp2, cMRP	ATP-binding cassette, sub-family member 2	ATP-binding cassette sub-family C member 2|ATP-binding cassette, sub-family C (CFTR/MRP), member 2|canalicular multispecific organic anion transporter 1|multidrug resistance protein 2|multidrug resistance-associated protein 2	19 36.67 cM	19	NC_000085.7	43770747	43826771	plus	33		
9606	Homo sapiens	368	0	live	ABCC6	ABC34, ARA, EST349056, GACI2, MLP1, MOAT-E, MOATE, MRP6, PXE, PXE1, URG7	ATP binding cassette subfamily C member 6	ATP-binding cassette sub-family C member 6|URG7 protein|ATP-binding cassette, sub-family C (CFTR/MRP), member 6|anthracycline resistance-associated protein|multi-specific organic anion transporter E|multidrug resistance-associated protein 6	16p13.11	16	NC_000016.10	16149565	16223494	minus	31	603234	
9606	Homo sapiens	225	0	live	ABCD2	ABC39, ALDL1, ALDR, ALDRP, hALDR	ATP binding cassette subfamily D member 2	ATP-binding cassette sub-family D member 2|ATP-binding cassette, sub-family D (ALD), member 2|adrenoleukodystrophy-like 1|adrenoleukodystrophy-related protein	12q12	12	NC_000012.12	39531025	39619803	minus	14	601081	
9606	Homo sapiens	55324	0	live	ABCF3	EST201864	ATP binding cassette subfamily F member 3	ATP-binding cassette sub-family F member 3|ATP-binding cassette, sub-family F (GCN20), member 3	3q27.1	3	NC_000003.12	184186199	184194005	plus	22	618967	
9606	Homo sapiens	9619	0	live	ABCG1	ABC8, WHITE1	ATP binding cassette subfamily G member 1	ATP-binding cassette sub-family G member 1|ABC transporter 8|ATP-binding cassette transporter 8|ATP-binding cassette transporter member 1 of subfamily G|ATP-binding cassette, sub-family G (WHITE), member 1|homolog of Drosophila white|white protein homolog (ATP-binding cassette transporter 8)	21q22.3	21	NC_000021.9	42199689	42297244	plus	23	603076	
9606	Homo sapiens	64240	0	live	ABCG5	STSL, STSL2	ATP binding cassette subfamily G member 5	ATP-binding cassette sub-family G member 5|ATP-binding cassette, sub-family G (WHITE), member 5|sterolin 1	2p21	2	NC_000002.12	43806211	43839231	minus	16	605459	
9606	Homo sapiens	84945	0	live	ABHD13	BEM46L1, C13orf6, bA153I24.2	abhydrolase domain containing 13	protein ABHD13|abhydrolase domain-containing protein 13|alpha/beta hydrolase domain-containing protein 13	13q33.3	13	NC_000013.11	108218392	108234243	plus	3		
9606	Homo sapiens	100526760	0	live	ABHD14A-ACY1		ABHD14A-ACY1 readthrough	ABHD14A-ACY1 readthrough (NMD candidate)|ABHD14A-ACY1 readthrough (non-protein coding)	3p21.2	3	NC_000003.12	51975064	51989197	plus	17		
9606	Homo sapiens	80167	0	live	ABHD18	C4orf29	abhydrolase domain containing 18	protein ABHD18|abhydrolase domain-containing protein 18|alpha/beta hydrolase domain-containing protein 18	4q28.2	4	NC_000004.12	127965406	128039953	plus	16		
9606	Homo sapiens	22885	0	live	ABLIM3	HMFN1661	actin binding LIM protein family member 3	actin-binding LIM protein 3|abLIM-3	5q32	5	NC_000005.10	149141493	149260542	plus	25	611305	
