tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	8086	0	live	AAAS	AAAb, ADRACALA, ADRACALIN, ALADIN, GL003, AAAS	aladin WD repeat nucleoporin	aladin|Allgrove, triple-A|achalasia, adrenocortical insufficiency, alacrimia	12q13.13	12	NC_000012.12	53307460	53321610	minus	16	605378	
9606	Homo sapiens	126767	0	live	AADACL3		arylacetamide deacetylase like 3	arylacetamide deacetylase-like 3	1p36.21	1	NC_000001.11	12716110	12728760	plus	4		
9606	Homo sapiens	79719	0	live	AAGAB	KPPP1, PPKP1, PPKP1A, p34	alpha and gamma adaptin binding protein	alpha- and gamma-adaptin-binding protein p34|punctate palmoplantar keratoderma type I	15q23	15	NC_000015.10	67200667	67255198	minus	13	614888	
9606	Homo sapiens	14	0	live	AAMP		angio associated migratory cell protein	angio-associated migratory cell protein	2q35	2	NC_000002.12	218264129	218270137	minus	11	603488	
9606	Homo sapiens	25980	0	live	AAR2	C20orf4, CGI-23	AAR2 splicing factor	protein AAR2 homolog|AAR2 splicing factor homolog	20q11.23	20	NC_000020.11	36236478	36256933	plus	5	617365	
9606	Homo sapiens	57505	0	live	AARS2	AARSL, COXPD8, LKENP, MT-ALARS, MTALARS	alanyl-tRNA synthetase 2, mitochondrial	alanine--tRNA ligase, mitochondrial|alanine tRNA ligase 2, mitochondrial (putative)|alanyl-tRNA synthetase 2, mitochondrial (putative)|alanyl-tRNA synthetase like|probable alanyl-tRNA synthetase, mitochondrial	6p21.1	6	NC_000006.12	44298731	44313347	minus	22	612035	
9606	Homo sapiens	132949	0	live	AASDH	ACSF4, LYS2, NRPS1098, NRPS998	aminoadipate-semialdehyde dehydrogenase	beta-alanine-activating enzyme|2-aminoadipic 6-semialdehyde dehydrogenase|acyl-CoA synthetase family member 4|non-ribosomal peptide synthetase 1098|non-ribosomal peptide synthetase 998	4q12	4	NC_000004.12	56338290	56387491	minus	16	614365	
9606	Homo sapiens	23460	0	live	ABCA6	EST155051	ATP binding cassette subfamily A member 6	ATP-binding cassette sub-family A member 6|ABC transporter ABCA6|ATP-binding cassette A6|ATP-binding cassette, sub-family A (ABC1), member 6	17q24.2-q24.3	17	NC_000017.11	69078702	69141895	minus	39	612504	
9606	Homo sapiens	11194	0	live	ABCB8	EST328128, M-ABC1, MABC1, MITOSUR	ATP binding cassette subfamily B member 8	mitochondrial potassium channel ATP-binding subunit|ATP-binding cassette sub-family B member 8, mitochondrial|ATP-binding cassette, sub-family B (MDR/TAP), member 8|mitochondrial ABC protein|mitochondrial ATP-binding cassette 1|mitochondrial sulfonylurea-receptor	7q36.1	7	NC_000007.14	151028450	151047782	plus	17	605464	
9606	Homo sapiens	89845	0	live	ABCC10	EST182763, MRP7, SIMRP7	ATP binding cassette subfamily C member 10	ATP-binding cassette sub-family C member 10|ATP-binding cassette, sub-family C (CFTR/MRP), member 10|multidrug resistance-associated protein 7	6p21.1	6	NC_000006.12	43427541	43451994	plus	27	612509	
9606	Homo sapiens	10057	0	live	ABCC5	ABC33, EST277145, MOAT-C, MOATC, MRP5, SMRP, pABC11	ATP binding cassette subfamily C member 5	ATP-binding cassette sub-family C member 5|ATP-binding cassette, sub-family C (CFTR/MRP), member 5|canalicular multispecific organic anion transporter C|multi-specific organic anion transporter C|multidrug resistance-associated protein 5	3q27.1	3	NC_000003.12	183919934	184017884	minus	34	605251	
9606	Homo sapiens	215	0	live	ABCD1	ABC42, ALD, ALDP, AMN	ATP binding cassette subfamily D member 1	ATP-binding cassette sub-family D member 1|ATP-binding cassette, sub-family D (ALD), member 1|adrenoleukodystrophy protein	Xq28	X	NC_000023.11	153724856	153744755	plus	11	300371	
9606	Homo sapiens	5825	0	live	ABCD3	ABC43, CBAS5, PMP70, PXMP1, ZWS2	ATP binding cassette subfamily D member 3	ATP-binding cassette sub-family D member 3|70 kDa peroxisomal membrane protein|ATP-binding cassette, sub-family D (ALD), member 3|Peroxisomal membrane protein-1 (70kD)|dJ824O18.1 (ATP-binding cassette, sub-family D (ALD), member 3 (PMP70, PXMP1))|peroxisomal membrane protein 1 (70kD, Zellweger syndrome)|peroxisomal membrane protein 70 kDa	1p21.3	1	NC_000001.11	94385131	94518663	plus	29	170995	
9606	Homo sapiens	5826	0	live	ABCD4	ABC41, EST352188, MAHCJ, P70R, P79R, PMP69, PXMP1L	ATP binding cassette subfamily D member 4	lysosomal cobalamin transporter ABCD4|69 kDa peroxisomal ABC-transporter|ATP-binding cassette sub-family D member 4|ATP-binding cassette, sub-family D (ALD), member 4|PMP70-related protein|PXMP1-L|peroxisomal membrane protein 69	14q24.3	14	NC_000014.9	74285269	74302934	minus	20	603214	
9606	Homo sapiens	64137	0	live	ABCG4	WHITE2	ATP binding cassette subfamily G member 4	ATP-binding cassette sub-family G member 4|ATP-binding cassette, sub-family G (WHITE), member 4|putative ABC transporter	11q23.3	11	NC_000011.10	119149052	119162666	plus	17	607784	
9606	Homo sapiens	84836	0	live	ABHD14B	CIB, HEL-S-299	abhydrolase domain containing 14B	putative protein-lysine deacylase ABHD14B|CCG1-interacting factor B|abhydrolase domain-containing protein 14B|alpha/beta hydrolase domain-containing protein 14B|cell cycle gene 1-interacting factor B|epididymis secretory protein Li 299|epididymis secretory sperm binding protein|protein ABHD14B	3p21.2	3	NC_000003.12	51968510	51974630	minus	4		
9606	Homo sapiens	116236	0	live	ABHD15		abhydrolase domain containing 15	protein ABHD15|abhydrolase domain-containing protein 15|alpha/beta hydrolase domain-containing protein 15	17q11.2	17	NC_000017.11	29560547	29567037	minus	2	619894	
9606	Homo sapiens	51225	0	live	ABI3	NESH, SSH3BP3	ABI family member 3	ABI gene family member 3|new molecule including SH3	17q21.32	17	NC_000017.11	49210707	49223225	plus	8	606363	
9606	Homo sapiens	29	0	live	ABR	MDB	ABR activator of RhoGEF and GTPase	active breakpoint cluster region-related protein|ABR, RhoGEF and GTPase activating protein|active BCR-related	17p13.3	17	NC_000017.11	1003519	1229722	minus	30	600365	
9606	Homo sapiens	30	0	live	ACAA1	ACAA, Lnc-Myd88, PTHIO, THIO	acetyl-CoA acyltransferase 1	3-ketoacyl-CoA thiolase, peroxisomal|acetyl-CoA C-myristoyltransferase|acetyl-Coenzyme A acyltransferase 1|beta-ketothiolase|epididymis secretory sperm binding protein|peroxisomal 3-oxoacyl-CoA thiolase|peroxisomal 3-oxoacyl-Coenzyme A thiolase|testicular tissue protein Li 197	3p22.2	3	NC_000003.12	38122715	38137127	minus	12	604054	
9606	Homo sapiens	27034	0	live	ACAD8	ACAD-8, ARC42, IBDH	acyl-CoA dehydrogenase family member 8	isobutyryl-CoA dehydrogenase, mitochondrial|activator-recruited cofactor 42 kDa component|acyl-Coenzyme A dehydrogenase family, member 8	11q25	11	NC_000011.10	134253568	134265855	plus	15	604773	
9606	Homo sapiens	28976	0	live	ACAD9	MC1DN20, NPD002	acyl-CoA dehydrogenase family member 9	complex I assembly factor ACAD9, mitochondrial|acyl-Coenzyme A dehydrogenase family, member 9|very-long-chain acyl-CoA dehydrogenase VLCAD	3q21.3	3	NC_000003.12	128879620	128913114	plus	19	611103	
9606	Homo sapiens	35	0	live	ACADS	ACAD3, SCAD	acyl-CoA dehydrogenase short chain	short-chain specific acyl-CoA dehydrogenase, mitochondrial|acyl-CoA dehydrogenase, C-2 to C-3 short chain|acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain|butyryl-CoA dehydrogenase|epididymis secretory sperm binding protein|mitochondrial short-chain specific acyl-CoA dehydrogenase|unsaturated acyl-CoA reductase	12q24.31	12	NC_000012.12	120725826	120740008	plus	11	606885	
9606	Homo sapiens	23527	0	live	ACAP2	CENTB2, CNT-B2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2|Arf GAP with coiled coil, ANK repeat and PH domains 2|centaurin-beta-2	3q29	3	NC_000003.12	195274745	195443020	minus	28	607766	
